id,season,city,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,venue
176,2010,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,4,0,YK Pathan,Brabourne Stadium
177,2010,Chandigarh,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,0,5,G Gambhir,"Punjab Cricket Association Stadium, Mohali"
178,2010,Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,7,MK Tiwary,Eden Gardens
179,2010,Chennai,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Deccan Chargers,31,0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk"
180,2010,Ahmedabad,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,0,6,V Sehwag,"Sardar Patel Stadium, Motera"
181,2010,Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Royal Challengers Bangalore,0,8,JH Kallis,M Chinnaswamy Stadium
182,2010,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,55,0,MS Dhoni,Eden Gardens
183,2010,Delhi,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,98,0,SR Tendulkar,Feroz Shah Kotla
184,2010,Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,10,JH Kallis,M Chinnaswamy Stadium
185,2010,Delhi,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,Chennai Super Kings,0,5,ML Hayden,Feroz Shah Kotla
186,2010,Cuttack,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Deccan Chargers,6,0,A Symonds,Barabati Stadium
187,2010,Ahmedabad,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,34,0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera"
188,2010,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,0,7,JH Kallis,Brabourne Stadium
189,2010,Cuttack,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Deccan Chargers,10,0,A Symonds,Barabati Stadium
190,2010,Chennai,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,0,0,J Theron,"MA Chidambaram Stadium, Chepauk"
191,2010,Mumbai,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,0,7,SR Tendulkar,Brabourne Stadium
192,2010,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,36,0,RV Uthappa,M Chinnaswamy Stadium
193,2010,Chandigarh,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,31,0,AC Voges,"Punjab Cricket Association Stadium, Mohali"
194,2010,Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,5,SR Tendulkar,Brabourne Stadium
195,2010,Ahmedabad,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,0,8,YK Pathan,"Sardar Patel Stadium, Motera"
196,2010,Chandigarh,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Kolkata Knight Riders,39,0,MK Tiwary,"Punjab Cricket Association Stadium, Mohali"
197,2010,Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Daredevils,17,0,KM Jadhav,M Chinnaswamy Stadium
198,2010,Ahmedabad,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,17,0,NV Ojha,"Sardar Patel Stadium, Motera"
199,2010,Mumbai,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Mumbai Indians,41,0,Harbhajan Singh,Dr DY Patil Sports Academy
200,2010,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Delhi Daredevils,40,0,DA Warner,Feroz Shah Kotla
201,2010,Mumbai,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,4,SL Malinga,Brabourne Stadium
202,2010,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,0,5,M Vijay,"MA Chidambaram Stadium, Chepauk"
203,2010,Delhi,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils,67,0,KD Karthik,Feroz Shah Kotla
204,2010,Kolkata,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,24,0,SC Ganguly,Eden Gardens
205,2010,Chandigarh,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Royal Challengers Bangalore,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali"
206,2010,Chennai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,23,0,M Vijay,"MA Chidambaram Stadium, Chepauk"
207,2010,Mumbai,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,Mumbai Indians,63,0,AT Rayudu,Brabourne Stadium
208,2010,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Kings XI Punjab,0,8,DPMD Jayawardene,Eden Gardens
209,2010,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,Delhi Daredevils,37,0,PD Collingwood,Feroz Shah Kotla
210,2010,Nagpur,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,Rajasthan Royals,2,0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha"
211,2010,Chennai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
212,2010,Jaipur,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Rajasthan Royals,0,9,MJ Lumb,Sawai Mansingh Stadium
213,2010,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders,14,0,SC Ganguly,Eden Gardens
214,2010,Bangalore,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,0,7,TL Suman,M Chinnaswamy Stadium
215,2010,Chandigarh,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,0,6,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali"
216,2010,Nagpur,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Deccan Chargers,0,6,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha"
217,2010,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,7,R Vinay Kumar,M Chinnaswamy Stadium
218,2010,Delhi,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Kings XI Punjab,0,7,PP Chawla,Feroz Shah Kotla
219,2010,Jaipur,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,37,0,SR Tendulkar,Sawai Mansingh Stadium
220,2010,Nagpur,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,13,0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha"
221,2010,Mumbai,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians,39,0,KA Pollard,Brabourne Stadium
222,2010,Chennai,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,0,9,R Ashwin,"MA Chidambaram Stadium, Chepauk"
223,2010,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,0,5,KP Pietersen,Sawai Mansingh Stadium
224,2010,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Delhi Daredevils,0,6,G Gambhir,"MA Chidambaram Stadium, Chepauk"
225,2010,Dharamsala,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,0,5,RG Sharma,Himachal Pradesh Cricket Association Stadium
226,2010,Bangalore,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,57,0,R McLaren,M Chinnaswamy Stadium
227,2010,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Kolkata Knight Riders,0,8,JD Unadkat,Eden Gardens
228,2010,Dharamsala,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,6,MS Dhoni,Himachal Pradesh Cricket Association Stadium
229,2010,Delhi,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Deccan Chargers,11,0,A Symonds,Feroz Shah Kotla
230,2010,Kolkata,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Kolkata Knight Riders,0,9,M Kartik,Eden Gardens
231,2010,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,35,0,KA Pollard,Dr DY Patil Sports Academy
232,2010,Mumbai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,38,0,DE Bollinger,Dr DY Patil Sports Academy
233,2010,Mumbai,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,Royal Challengers Bangalore,0,9,A Kumble,Dr DY Patil Sports Academy
234,2010,Mumbai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,22,0,SK Raina,Dr DY Patil Sports Academy
235,2011,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,2,0,S Anirudha,"MA Chidambaram Stadium, Chepauk"
236,2011,Hyderabad,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,8,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal"
237,2011,Kochi,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,0,6,AB de Villiers,Nehru Stadium
238,2011,Delhi,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Mumbai Indians,0,8,SL Malinga,Feroz Shah Kotla
239,2011,Mumbai,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,Pune Warriors,0,7,SB Wagh,Dr DY Patil Sports Academy
240,2011,Kolkata,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,9,0,JH Kallis,Eden Gardens
241,2011,Jaipur,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Rajasthan Royals,0,6,SK Warne,Sawai Mansingh Stadium
242,2011,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,9,SR Tendulkar,M Chinnaswamy Stadium
243,2011,Chandigarh,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,6,PC Valthaty,"Punjab Cricket Association Stadium, Mohali"
244,2011,Mumbai,Kochi Tuskers Kerala,Pune Warriors,Kochi Tuskers Kerala,bat,Pune Warriors,0,4,MD Mishra,Dr DY Patil Sports Academy
245,2011,Hyderabad,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,33,0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal"
246,2011,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,9,G Gambhir,Sawai Mansingh Stadium
247,2011,Mumbai,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,0,8,BB McCullum,Wankhede Stadium
248,2011,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,21,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
249,2011,Hyderabad,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,8,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal"
250,2011,Mumbai,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,0,3,Yuvraj Singh,Dr DY Patil Sports Academy
251,2011,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,8,L Balaji,Eden Gardens
252,2011,Kochi,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,0,7,BB McCullum,Nehru Stadium
253,2011,Delhi,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Deccan Chargers,16,0,S Sohal,Feroz Shah Kotla
254,2011,Mumbai,Pune Warriors,Mumbai Indians,Pune Warriors,bat,Mumbai Indians,0,7,MM Patel,Wankhede Stadium
255,2011,Kolkata,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,Kochi Tuskers Kerala,6,0,DPMD Jayawardene,Eden Gardens
256,2011,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,48,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali"
257,2011,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,8,0,Harbhajan Singh,Wankhede Stadium
258,2011,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,9,CH Gayle,Eden Gardens
259,2011,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Delhi Daredevils,29,0,DA Warner,Feroz Shah Kotla
260,2011,Hyderabad,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Mumbai Indians,37,0,SL Malinga,"Rajiv Gandhi International Stadium, Uppal"
261,2011,Jaipur,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,8,SK Warne,Sawai Mansingh Stadium
262,2011,Chennai,Chennai Super Kings,Pune Warriors,Pune Warriors,field,Chennai Super Kings,25,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
263,2011,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,3,V Kohli,Feroz Shah Kotla
264,2011,Mumbai,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,Chennai Super Kings,0,8,DE Bollinger,Dr DY Patil Sports Academy
265,2011,Kochi,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Deccan Chargers,55,0,I Sharma,Nehru Stadium
266,2011,Delhi,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Kolkata Knight Riders,17,0,MK Tiwary,Feroz Shah Kotla
267,2011,Jaipur,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,7,J Botha,Sawai Mansingh Stadium
268,2011,Bangalore,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore,26,0,V Kohli,M Chinnaswamy Stadium
269,2011,Kochi,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,bat,Delhi Daredevils,38,0,V Sehwag,Nehru Stadium
270,2011,Kolkata,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,8,Iqbal Abdulla,Eden Gardens
271,2011,Jaipur,Pune Warriors,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,0,6,LRPL Taylor,Sawai Mansingh Stadium
272,2011,Chennai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,19,0,JA Morkel,"MA Chidambaram Stadium, Chepauk"
273,2011,Mumbai,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians,23,0,KA Pollard,Wankhede Stadium
274,2011,Delhi,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,0,7,P Parameswaran,Feroz Shah Kotla
275,2011,Hyderabad,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,Kolkata Knight Riders,20,0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal"
276,2011,Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,0,8,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
277,2011,Mumbai,Mumbai Indians,Pune Warriors,Pune Warriors,field,Mumbai Indians,21,0,R Sharma,Dr DY Patil Sports Academy
278,2011,Kochi,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,Kochi Tuskers Kerala,17,0,BJ Hodge,Nehru Stadium
279,2011,Hyderabad,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,0,4,V Sehwag,"Rajiv Gandhi International Stadium, Uppal"
280,2011,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore,85,0,CH Gayle,M Chinnaswamy Stadium
281,2011,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,10,0,Iqbal Abdulla,Eden Gardens
282,2011,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,32,0,AT Rayudu,Wankhede Stadium
283,2011,Bangalore,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,0,9,CH Gayle,M Chinnaswamy Stadium
284,2011,Chandigarh,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,Pune Warriors,0,5,R Sharma,"Punjab Cricket Association Stadium, Mohali"
285,2011,Jaipur,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,63,0,M Vijay,Sawai Mansingh Stadium
286,2011,Hyderabad,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Pune Warriors,0,6,MR Marsh,"Rajiv Gandhi International Stadium, Uppal"
287,2011,Chandigarh,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,76,0,BA Bhatt,"Punjab Cricket Association Stadium, Mohali"
288,2011,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,9,S Aravind,Sawai Mansingh Stadium
289,2011,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,18,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
290,2011,Indore,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,6,KD Karthik,Holkar Cricket Stadium
291,2011,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,4,CH Gayle,M Chinnaswamy Stadium
292,2011,Mumbai,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,10,0,A Mishra,Wankhede Stadium
293,2011,Dharamsala,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab,29,0,PP Chawla,Himachal Pradesh Cricket Association Stadium
294,2011,Indore,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,0,8,BJ Hodge,Holkar Cricket Stadium
295,2011,Mumbai,Pune Warriors,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,0,6,A Mishra,Dr DY Patil Sports Academy
296,2011,Dharamsala,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Kings XI Punjab,111,0,AC Gilchrist,Himachal Pradesh Cricket Association Stadium
297,2011,Chennai,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,Chennai Super Kings,11,0,WP Saha,"MA Chidambaram Stadium, Chepauk"
298,2011,Mumbai,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,7,YK Pathan,Dr DY Patil Sports Academy
299,2011,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,0,10,SR Watson,Wankhede Stadium
300,2011,Dharamsala,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Deccan Chargers,82,0,S Dhawan,Himachal Pradesh Cricket Association Stadium
301,2011,Delhi,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,,0,0,,Feroz Shah Kotla
302,2011,Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,8,CH Gayle,M Chinnaswamy Stadium
303,2011,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,5,JEC Franklin,Eden Gardens
304,2011,Mumbai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,6,SK Raina,Wankhede Stadium
305,2011,Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,4,MM Patel,Wankhede Stadium
306,2011,Chennai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,43,0,CH Gayle,"MA Chidambaram Stadium, Chepauk"
307,2011,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,58,0,M Vijay,"MA Chidambaram Stadium, Chepauk"
308,2012,Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,8,RE Levi,"MA Chidambaram Stadium, Chepauk"
309,2012,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,0,8,IK Pathan,Eden Gardens
310,2012,Mumbai,Pune Warriors,Mumbai Indians,Mumbai Indians,field,Pune Warriors,28,0,SPD Smith,Wankhede Stadium
311,2012,Jaipur,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,31,0,AM Rahane,Sawai Mansingh Stadium
312,2012,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Royal Challengers Bangalore,20,0,AB de Villiers,M Chinnaswamy Stadium
313,2012,Visakhapatnam,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Chennai Super Kings,74,0,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
314,2012,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,22,0,BJ Hodge,Sawai Mansingh Stadium
315,2012,Pune,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Pune Warriors,22,0,MN Samuels,Subrata Roy Sahara Stadium
316,2012,Visakhapatnam,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Mumbai Indians,0,5,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
317,2012,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,42,0,L Balaji,M Chinnaswamy Stadium
318,2012,Delhi,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,0,8,M Morkel,Feroz Shah Kotla
319,2012,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,27,0,KA Pollard,Wankhede Stadium
320,2012,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,0,5,F du Plessis,"MA Chidambaram Stadium, Chepauk"
321,2012,Chandigarh,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,0,7,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali"
322,2012,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Kolkata Knight Riders,0,5,Shakib Al Hasan,Eden Gardens
323,2012,Delhi,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Delhi Daredevils,0,5,KP Pietersen,Feroz Shah Kotla
324,2012,Pune,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,Pune Warriors,0,7,JD Ryder,Subrata Roy Sahara Stadium
325,2012,Kolkata,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,2,0,SP Narine,Eden Gardens
326,2012,Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Rajasthan Royals,59,0,AM Rahane,M Chinnaswamy Stadium
327,2012,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,0,7,S Nadeem,Wankhede Stadium
328,2012,Jaipur,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,0,5,BJ Hodge,Sawai Mansingh Stadium
329,2012,Bangalore,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,Royal Challengers Bangalore,0,6,CH Gayle,M Chinnaswamy Stadium
330,2012,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,0,8,G Gambhir,"Punjab Cricket Association Stadium, Mohali"
331,2012,Hyderabad,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Delhi Daredevils,0,9,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
332,2012,Chennai,Chennai Super Kings,Pune Warriors,Pune Warriors,field,Chennai Super Kings,13,0,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk"
333,2012,Chandigarh,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,5,CH Gayle,"Punjab Cricket Association Stadium, Mohali"
334,2012,Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,0,7,F du Plessis,"MA Chidambaram Stadium, Chepauk"
335,2012,Delhi,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,Pune Warriors,20,0,SC Ganguly,Feroz Shah Kotla
336,2012,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,0,6,SE Marsh,Wankhede Stadium
337,2012,Cuttack,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,5,B Lee,Barabati Stadium
338,2012,Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bangalore,46,0,AB de Villiers,Sawai Mansingh Stadium
339,2012,Pune,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Delhi Daredevils,0,8,V Sehwag,Subrata Roy Sahara Stadium
340,2012,Chandigarh,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,0,4,AT Rayudu,"Punjab Cricket Association Stadium, Mohali"
341,2012,Pune,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Deccan Chargers,18,0,CL White,Subrata Roy Sahara Stadium
342,2012,Delhi,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils,37,0,V Sehwag,Feroz Shah Kotla
343,2012,Chennai,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Kings XI Punjab,7,0,Mandeep Singh,"MA Chidambaram Stadium, Chepauk"
344,2012,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,47,0,G Gambhir,Eden Gardens
345,2012,Delhi,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils,1,0,V Sehwag,Feroz Shah Kotla
346,2012,Mumbai,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,5,DW Steyn,Wankhede Stadium
